Fund Screening North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency: Base Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grouped by: IA Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calculated on: 06/06/2023 09:46:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exported on: 06/06/2023 10:08:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Up Capture Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down Capture Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aviva Investors US Eq Inc 2 GBP Acc,GB00B3ZBM247,North America,"35,923.11",64.09,No,No,92.68,100.66,95.29,92.44,85.84,88.44,85.00,87.61,86.02,86.02,86.02,80.22,80.22,66.40,68.87,69.85,72.26,66.82,67.39,57.20,56.27,56.27,56.27,67.61,61.02,69.05,70.88,80.31,77.30,85.54,75.34,73.18,74.72,74.72,68.11,56.98,75.13,75.13,73.04,68.13,68.72,68.72,81.11,75.74,85.93,85.93,101.03,96.36,84.94,97.60,97.60,88.60,87.15,87.15,86.82,86.82,86.82,88.24,73.01,87.88,87.88,79.50,79.50,95.03,116.10,116.10,119.74,119.74,121.90,124.59,134.46,131.75,131.75,126.41,120.52,124.79,33.17,33.17,33.19,33.19,17.46,17.46,13.17,-11.30,-11.30,-11.30,5.55,16.73,16.73,14.60,6.34,20.88,20.88,20.88,31.89,31.89,31.89,33.69
Aviva Investors US Equity Inc II 2 £ Acc,GB00BCGD4Q00,North America,"36,023.33",64.14,No,No,92.88,99.61,94.47,92.24,85.09,88.15,84.17,87.08,85.20,85.20,85.20,78.76,78.76,66.03,68.30,68.43,71.60,67.52,67.38,56.90,56.44,56.44,56.44,68.90,62.46,70.25,71.34,81.07,79.04,86.08,77.60,75.28,76.55,76.55,69.77,58.58,76.75,76.75,75.65,71.43,71.90,71.90,84.11,78.24,89.46,89.46,105.19,100.19,88.67,98.26,98.26,88.61,86.00,86.00,84.56,84.56,84.56,86.49,72.03,89.49,89.49,83.07,83.07,99.24,118.80,118.80,123.78,123.78,125.85,128.75,137.29,134.43,134.43,128.67,123.37,126.47,39.67,39.67,37.88,37.88,22.77,22.77,20.68,-6.90,-6.90,-6.90,6.54,18.62,18.62,15.98,7.36,21.72,21.72,21.72,32.92,32.92,32.92,34.96
AXA Framlington American Growth Z Acc,GB00B5LXGG05,North America,"87,916.03",285.68,No,No,137.68,135.99,136.25,135.68,138.25,140.47,132.62,132.95,124.46,124.46,124.46,132.66,132.66,143.04,143.55,145.27,131.41,127.17,133.81,138.71,139.01,139.01,139.01,118.53,124.10,114.48,107.86,99.00,104.15,103.17,106.30,110.13,106.91,106.91,104.95,114.39,108.36,108.36,116.71,135.92,128.49,128.49,124.77,117.68,119.51,119.51,109.85,93.32,89.64,109.89,109.89,120.87,129.14,129.14,124.20,124.20,124.20,128.50,147.31,124.77,124.77,143.73,143.73,132.97,102.71,102.71,103.78,103.78,100.22,92.84,75.34,76.39,76.39,74.67,67.97,37.99,-27.66,-27.66,78.59,78.59,95.90,95.90,85.42,98.79,98.79,98.79,164.68,139.53,139.53,141.38,152.21,142.41,142.41,142.41,131.70,131.70,131.70,121.03
BA Beutel Goodman US Val C GBP H Inc,IE00BN940589,North America,"23,818.10",81.64,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.63,10.34,10.34,11.54,40.56,24.39,24.39,71.05,134.45,119.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.74,31.01,32.84,60.35,60.35,60.35,77.38,77.38,77.38,79.20
Baillie Gifford American B Acc,GB0006061963,North America,"29,808.37",332.20,No,No,202.00,168.11,180.70,165.10,158.00,143.18,137.36,150.24,134.70,134.70,134.70,139.33,139.33,170.73,156.05,175.85,200.49,191.82,221.91,250.96,243.93,243.93,243.93,227.08,229.03,208.63,189.86,144.10,131.84,126.86,132.05,119.80,94.29,94.29,95.53,76.67,15.43,15.43,29.28,87.45,62.44,62.44,-7.83,42.62,62.60,62.60,37.62,-5.93,58.88,129.50,129.50,149.18,162.57,162.57,156.85,156.85,156.85,156.91,196.80,148.71,148.71,215.03,215.03,153.65,104.58,104.58,102.71,102.71,67.46,56.64,-5.54,-9.31,-9.31,-15.72,-48.45,-122.77,-687.01,-687.01,-226.94,-226.94,-57.88,-57.88,96.12,156.11,156.11,156.11,406.82,352.55,352.55,380.67,424.55,357.89,357.89,357.89,303.34,303.34,303.34,267.74
BGF US Basic Value D2,LU0275209954,North America,"57,875.39",49.57,No,No,77.02,74.14,78.32,76.17,71.10,77.38,80.69,72.94,74.71,84.95,80.91,86.45,89.06,80.38,76.96,79.29,83.63,81.09,70.39,69.96,67.13,60.24,62.05,86.95,81.64,91.84,96.36,103.28,102.98,110.46,106.18,108.93,113.12,113.12,105.70,79.11,87.55,82.53,72.30,57.33,53.10,44.56,64.49,66.81,73.17,73.17,90.28,91.38,88.93,95.60,95.60,95.49,85.63,85.63,92.41,92.41,92.41,96.22,96.22,110.45,110.45,117.60,117.60,124.18,125.75,125.75,128.67,128.67,128.67,128.40,126.07,126.95,126.95,126.95,126.95,125.44,118.18,118.18,118.18,118.18,118.18,118.18,50.90,11.96,91.53,91.53,41.88,34.83,34.83,37.84,32.82,54.42,54.42,53.28,65.96,65.96,56.86,56.27
Blackrock ACS US Equity Tracker X1,GB00BDC3W343,North America,"150,324.18",193.63,Yes,No,104.81,99.87,101.20,100.97,100.27,100.55,101.36,104.91,103.85,103.85,103.85,105.38,105.38,115.43,115.61,117.67,109.19,104.12,102.83,98.88,104.46,104.46,104.46,103.39,101.36,97.36,94.96,96.24,96.35,99.83,101.72,102.76,101.10,101.10,98.93,103.95,108.47,108.47,112.15,121.29,126.66,126.66,131.96,122.30,123.19,123.19,119.72,98.55,95.29,97.87,97.87,97.97,89.33,89.33,91.99,91.99,91.99,92.70,94.50,94.40,94.40,94.29,94.29,113.32,96.02,96.02,94.60,94.60,95.14,94.77,97.09,102.77,102.77,102.69,100.32,80.36,122.94,122.94,106.00,106.00,103.75,103.75,86.95,67.82,67.82,67.82,106.31,108.23,108.23,105.93,114.70,114.08,114.08,114.08,110.58,110.58,110.58,102.15
BlackRock US Dynamic D Acc,GB00B87XJQ69,North America,"98,497.45",170.91,No,No,107.66,102.47,102.08,98.74,96.94,98.00,95.26,96.72,93.50,93.50,93.50,96.81,96.81,99.02,99.09,103.59,100.88,94.55,96.05,88.95,93.62,93.62,93.62,101.14,95.88,97.09,99.05,104.41,103.08,111.77,105.79,102.39,97.29,97.29,89.87,82.37,94.41,94.41,91.74,93.37,92.28,92.28,99.62,102.30,108.52,108.52,115.95,104.57,97.25,112.42,112.42,109.36,101.66,101.66,108.36,108.36,108.36,110.89,103.63,103.46,103.46,95.04,95.04,114.39,99.56,99.56,93.73,93.73,91.98,87.38,95.93,98.52,98.52,99.11,94.85,70.91,49.77,49.77,69.18,69.18,76.91,76.91,42.40,33.69,33.69,33.69,71.21,73.40,73.40,62.68,56.43,70.14,70.14,70.14,79.51,79.51,79.51,74.33
BlackRock US Opportunities D Acc,GB00B8GMZS88,North America,"15,854.90",62.12,No,No,88.06,99.26,95.87,87.67,85.32,88.39,91.22,102.69,103.94,103.94,103.94,105.26,105.26,94.55,98.05,110.26,109.13,99.12,88.42,77.00,73.84,73.84,73.84,98.18,94.93,100.49,113.31,122.69,115.62,130.11,118.92,110.06,116.41,116.41,104.47,69.08,81.22,81.22,63.75,52.48,48.84,48.84,63.08,72.05,78.29,78.29,93.94,107.80,97.25,106.16,106.16,101.28,109.68,109.68,115.66,115.66,115.66,121.96,103.35,115.12,115.12,116.68,116.68,125.31,146.22,146.22,145.57,145.57,157.06,155.47,171.79,156.50,156.50,154.63,144.19,149.40,34.74,34.74,16.80,16.80,-50.81,-50.81,-65.01,-80.53,-80.53,-80.53,-4.75,-28.45,-28.45,-23.79,-33.86,13.27,13.27,13.27,36.24,36.24,36.24,38.48
BNY Mellon US Equity Income EUR H Acc H,IE00BD7XZT60,North America,"68,779.55",56.68,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNY Mellon US Equity Income Instl W Acc,GB00BGV53H32,North America,"69,916.07",57.40,No,No,,,,,,,,,,,,,95.80,83.60,85.81,91.47,86.56,79.39,71.96,59.12,55.75,55.75,55.75,81.26,77.02,85.10,97.52,101.16,97.24,109.07,101.74,99.00,109.91,109.91,103.42,84.40,94.80,94.80,78.98,78.36,79.65,79.65,98.32,77.59,89.03,89.03,111.55,107.67,102.80,,,,,,,,,,,,,80.55,80.55,109.35,145.01,145.01,150.58,150.58,157.01,155.52,177.12,170.81,170.81,170.98,159.63,169.52,50.57,50.57,34.81,34.81,-4.77,-4.77,-37.01,-56.42,-56.42,-56.42,-7.29,-24.71,-24.71,-22.07,-33.84,-3.22,-3.22,-3.22,11.30,11.30,11.30,15.41
BNY Mellon US Opps Inst W Acc,GB00B8L14S33,North America,"37,404.17",248.05,No,No,108.65,134.42,134.17,120.90,117.16,111.09,114.63,129.00,124.46,124.46,124.46,128.02,128.02,117.64,116.04,133.18,140.81,147.22,162.56,168.17,155.49,155.49,155.49,138.92,144.13,136.79,138.32,109.65,108.94,93.51,93.73,93.04,92.98,92.98,88.72,80.42,57.05,57.05,51.43,95.22,82.23,82.23,64.40,76.84,90.18,90.18,95.33,88.48,109.17,151.86,151.86,157.07,173.61,173.61,190.32,190.32,190.32,209.16,214.04,199.15,199.15,291.13,291.13,200.22,164.21,164.21,149.12,149.12,132.23,105.06,92.69,81.33,81.33,71.61,60.48,41.80,-215.38,-215.38,-19.16,-19.16,62.62,62.62,49.82,78.05,78.05,78.05,200.93,141.65,141.65,156.81,166.59,163.10,163.10,163.10,160.49,160.49,160.49,146.03
Brown Advisory US Equity Growth € B AccH,IE00BG0R1B02,North America,"106,244.94",304.70,No,No,,,,,,,,,,94.02,94.02,92.34,97.15,93.91,87.89,81.76,92.59,107.62,102.25,139.78,135.34,147.55,147.55,144.83,142.75,131.36,125.93,108.98,124.86,110.80,107.72,95.40,90.13,90.13,96.16,79.10,71.14,86.14,88.18,97.25,78.51,78.51,66.69,65.67,64.91,64.91,60.63,80.18,84.59,,,,,,,,,,96.64,68.43,68.43,45.36,45.36,51.57,66.19,66.19,57.49,57.49,57.49,67.76,76.51,93.84,93.84,93.84,93.84,115.41,244.11,244.11,198.06,198.06,198.06,198.06,234.32,200.59,200.59,200.59,208.95,216.15,216.15,246.44,235.91,200.43,200.43,217.52,202.25,202.25,185.13,166.20
Brown Advisory US Flexible Eq B £ H Acc,IE00BJ357W50,North America,"194,160.13",227.00,No,No,88.49,75.51,77.28,79.02,93.75,98.41,105.48,94.13,97.75,97.75,97.75,104.73,104.73,86.84,86.01,84.50,89.27,94.80,89.46,102.03,113.24,113.24,113.24,115.66,121.01,129.94,138.27,137.16,142.84,148.33,138.14,137.12,122.26,122.26,127.11,101.77,104.46,104.46,92.47,76.43,66.54,66.54,68.89,77.56,54.19,54.19,61.35,111.93,98.08,114.75,114.75,100.40,111.71,111.71,134.62,134.62,134.62,128.05,125.37,89.78,89.78,38.81,38.81,76.53,108.70,108.70,89.12,89.12,62.03,60.32,87.39,122.45,122.45,135.22,142.07,154.53,141.41,141.41,82.75,82.75,221.25,221.25,151.48,146.08,146.08,146.08,85.79,110.59,110.59,142.96,140.18,152.13,152.13,152.13,156.40,156.40,156.40,150.02
Brown Advisory US Mid-Cap Gr £ B Acc H,IE00BYW8R868,North America,"22,537.62",283.53,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.73,58.56,58.56,47.40,54.89,41.28,41.28,24.68,46.93,31.92,31.92,34.83,96.57,91.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.16,228.16,172.49,183.85,183.85,206.45,220.56,199.86,199.86,199.86,191.13,191.13,191.13,176.94
Brown Advisory US Sust Gr EUR B Acc H,IE00BF1T7090,North America,"127,557.46",284.20,No,No,,,,,,106.87,115.90,102.84,102.98,94.36,94.36,89.36,94.34,90.82,89.78,83.63,93.98,109.12,106.74,138.59,129.08,140.90,140.90,139.54,140.75,134.00,126.24,110.87,119.54,104.79,104.66,102.11,108.97,108.97,116.52,113.19,98.44,108.75,115.94,130.50,120.78,120.78,113.86,99.66,94.51,94.51,67.57,77.23,83.96,,,,,,104.91,104.91,104.91,97.58,97.58,80.92,80.92,80.84,80.84,69.53,67.15,67.15,56.73,56.73,56.73,60.85,63.49,64.23,64.23,64.23,64.23,66.34,77.12,77.12,86.55,86.55,86.55,86.55,159.74,200.73,200.73,200.73,216.50,212.00,212.00,252.87,216.90,192.52,192.52,204.85,194.24,194.24,176.93,158.56
Capital Group AMCAP (LUX) Z,LU1577354894,North America,"98,302.77",265.91,No,No,110.81,96.95,91.92,97.91,97.63,93.54,95.25,91.09,93.59,85.10,87.30,88.46,92.10,88.14,92.03,85.47,93.51,98.12,98.82,100.22,95.21,98.00,96.96,92.08,91.37,93.23,93.94,93.09,90.98,85.81,85.43,87.86,94.49,94.49,100.29,106.77,101.39,104.12,104.00,96.19,97.40,99.69,94.91,101.42,98.48,98.48,80.65,89.93,92.15,87.48,87.48,91.62,99.85,99.85,103.05,103.05,103.05,100.60,100.60,93.27,93.27,102.12,102.12,79.50,87.17,87.17,81.25,81.25,81.25,81.54,81.92,84.36,84.36,84.36,84.36,97.95,97.02,97.02,97.02,97.02,97.02,97.02,93.74,81.88,118.07,118.07,137.64,139.88,139.88,137.24,136.79,125.95,125.95,126.94,124.87,124.87,121.31,121.82
Capital Group InvCoAmer (LUX) Z,LU1378997875,North America,"166,491.33",171.98,No,No,83.95,72.71,70.16,79.72,80.76,80.93,82.50,76.22,84.31,81.25,80.94,82.60,87.08,84.99,89.66,79.52,84.90,87.23,85.90,86.70,86.74,85.89,86.38,86.83,83.51,86.33,87.61,91.58,90.05,90.15,88.31,90.85,93.17,93.17,95.44,96.75,102.06,106.16,106.00,95.83,101.58,98.59,102.36,94.87,92.91,92.91,94.53,105.16,102.17,89.79,89.79,87.10,85.65,85.65,93.75,93.75,93.75,91.49,91.49,92.80,92.80,103.38,103.38,91.38,92.01,92.01,85.99,85.99,85.99,87.74,88.60,92.64,92.64,92.64,92.64,99.12,113.63,113.63,113.63,113.63,113.63,113.63,107.45,88.04,105.10,105.10,84.61,91.87,91.87,95.76,85.53,90.88,90.88,90.73,93.00,93.00,90.85,90.50
Comgest Growth America EUR I H Acc,IE00BZ0RSM31,North America,"150,018.25",233.91,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.20,114.88,104.55,100.31,105.95,105.95,107.30,98.64,87.61,96.06,99.92,109.95,96.95,96.95,104.66,94.49,90.51,90.51,88.88,99.10,98.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.15,162.28,162.28,162.28,162.28,205.11,164.58,164.58,164.58,143.15,161.14,161.14,185.82,181.15,157.52,157.52,171.02,159.36,159.36,139.41,125.41
CT Amer Extended Alpha Inst Acc GBP,GB00B28BBW75,North America,"28,984.21",204.98,No,No,110.02,111.66,107.48,104.62,109.09,111.60,110.55,109.85,111.75,111.75,111.75,106.72,106.72,115.90,121.38,127.24,118.55,114.63,113.21,111.54,112.54,112.54,112.54,115.53,115.85,108.82,107.80,104.67,108.54,111.21,124.62,122.94,120.09,120.09,118.89,115.02,113.40,113.40,114.92,118.22,110.58,110.58,96.97,83.73,98.62,98.62,79.61,63.22,60.29,98.20,98.20,107.24,102.27,102.27,109.56,109.56,109.56,108.53,113.34,97.23,97.23,98.42,98.42,111.98,97.68,97.68,91.07,91.07,92.25,91.27,91.32,109.91,109.91,111.41,119.42,114.79,263.20,263.20,190.63,190.63,189.53,189.53,138.77,124.01,124.01,124.01,97.18,102.02,102.02,105.17,111.32,117.99,117.99,117.99,111.64,111.64,111.64,106.17
CT American Select Z Acc GBP,GB00B7HJLD86,North America,"47,371.37",216.48,No,No,114.73,118.07,113.51,109.64,115.96,119.84,117.32,113.93,118.49,118.49,118.49,113.59,113.59,117.33,122.70,129.45,110.68,106.69,111.00,108.03,110.42,110.42,110.42,112.70,111.37,104.96,103.15,100.84,105.80,109.78,115.50,113.67,109.79,109.79,107.21,100.31,98.61,98.61,100.69,107.13,101.22,101.22,88.85,87.22,95.57,95.57,86.18,83.80,86.17,115.04,115.04,121.83,114.25,114.25,122.76,122.76,122.76,121.93,123.76,99.81,99.81,98.67,98.67,113.30,94.42,94.42,84.94,84.94,84.93,81.28,81.46,99.47,99.47,102.54,105.89,92.05,194.01,194.01,156.95,156.95,160.60,160.60,118.33,106.55,106.55,106.55,99.52,100.74,100.74,106.94,107.76,110.15,110.15,110.15,110.70,110.70,110.70,108.02
CT American Z Acc GBP,GB00B7T2FK07,North America,"50,207.82",207.16,No,No,109.89,108.94,105.77,102.41,103.92,103.62,103.87,106.57,106.16,106.16,106.16,107.72,107.72,113.83,118.18,124.59,111.50,105.94,106.04,99.58,107.08,107.08,107.08,107.56,104.43,100.04,101.59,100.93,100.91,105.55,106.89,108.61,100.36,100.36,98.24,98.25,105.24,105.24,103.44,107.13,109.62,109.62,110.90,99.77,108.47,108.47,106.08,91.11,85.35,108.72,108.72,112.28,102.05,102.05,100.03,100.03,100.03,99.42,105.68,97.29,97.29,95.84,95.84,114.44,93.73,93.73,94.43,94.43,97.16,97.46,95.60,100.82,100.82,102.45,97.99,76.34,132.57,132.57,107.67,107.67,94.14,94.14,84.47,67.16,67.16,67.16,104.82,96.57,96.57,99.25,100.47,103.23,103.23,103.23,98.59,98.59,98.59,96.39
CT North American Equity 2 Acc,GB0030281512,North America,"111,825.02",159.59,No,No,94.61,96.53,94.72,92.63,88.66,88.71,90.65,93.77,92.93,92.93,92.93,97.28,97.28,102.66,105.53,109.86,103.31,101.13,101.32,96.72,98.93,98.93,98.93,93.73,89.18,85.44,80.78,88.14,86.13,84.87,89.10,93.34,93.71,93.71,91.83,101.37,111.15,111.15,118.53,115.68,122.94,122.94,129.27,103.10,105.77,105.77,104.97,83.77,77.12,97.45,97.45,95.60,86.46,86.46,90.45,90.45,90.45,92.96,89.85,93.25,93.25,92.06,92.06,104.24,112.71,112.71,112.49,112.49,120.50,121.47,127.80,135.01,135.01,133.63,118.48,118.59,90.57,90.57,79.04,79.04,35.37,35.37,46.68,20.39,20.39,20.39,90.92,82.43,82.43,69.21,78.53,77.09,77.09,77.09,72.18,72.18,72.18,72.86
CT US Equity Income Z Acc EUR H,GB00BD37P929,North America,"101,248.08",112.57,No,No,62.23,54.77,59.46,59.76,65.05,70.31,82.72,74.53,75.61,78.68,78.68,75.87,80.43,83.02,82.28,83.70,79.70,77.33,68.87,90.34,94.37,94.14,94.14,106.45,103.42,106.80,103.90,99.58,111.87,117.43,102.66,90.02,86.13,86.13,86.56,74.32,79.05,78.06,78.68,85.49,81.46,81.46,99.17,85.37,84.61,84.61,93.95,100.88,92.92,100.13,100.13,96.12,93.27,93.27,94.59,94.59,94.59,96.15,96.15,79.62,79.62,71.93,71.93,100.69,92.73,92.73,91.39,91.39,91.39,89.47,97.64,109.22,109.22,109.22,109.22,100.84,180.10,180.10,86.83,86.83,86.83,86.83,76.84,49.67,49.67,49.67,68.86,78.55,78.55,91.26,94.77,110.52,110.52,111.81,110.05,110.05,96.20,81.12
Dodge & Cox Worldwide US Stock GBP Inc H,IE00BYVQ3J47,North America,"81,302.40",69.78,No,No,80.39,75.11,73.27,65.12,77.10,90.96,92.46,76.83,82.54,82.54,82.54,81.73,81.73,49.09,48.34,57.13,73.81,69.30,64.95,73.40,78.39,78.39,78.39,106.57,113.17,129.92,153.10,152.40,156.35,182.20,157.36,148.12,147.18,147.18,143.25,97.56,100.88,100.88,69.82,49.53,36.67,36.67,47.53,57.81,40.50,40.50,72.19,122.71,107.32,121.54,121.54,104.55,115.08,115.08,140.88,140.88,140.88,149.84,133.49,111.88,111.88,60.27,60.27,94.80,150.48,150.48,133.26,133.26,121.32,109.58,142.95,169.18,169.18,184.38,184.40,212.80,123.68,123.68,4.47,4.47,61.30,61.30,43.60,20.01,20.01,20.01,-0.83,11.97,11.97,59.73,54.29,87.72,87.72,87.72,105.12,105.12,105.12,105.97
Eaton Vance Intl(IRL) US Val I Acc EUR H,IE00B2RKZ236,North America,"42,779.76",130.34,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES AllianceBernst Conc US I GBP Acc,GB00BL4SF671,North America,"102,767.91",238.14,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.97,93.64,95.32,111.59,118.30,115.91,115.91,105.94,113.79,127.12,127.12,122.12,119.85,119.10,119.10,119.35,111.52,109.99,109.99,103.25,90.21,75.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.04,105.04,107.83,107.83,92.17,92.17,119.89,126.13,126.13,126.13,137.62,143.34,143.34,125.28,137.74,127.63,127.63,127.63,119.47,119.47,119.47,104.95
ES AllianceBernst Sust US I GBP Acc,GB00BL4SFB26,North America,"46,014.86",212.39,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.46,81.59,76.53,83.36,85.52,101.84,101.84,97.48,115.05,107.71,107.71,118.87,116.06,117.50,117.50,115.19,124.24,109.97,109.97,103.01,85.39,88.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,-269.28,-269.28,-81.45,-81.45,-11.49,-11.49,50.34,107.43,107.43,107.43,174.57,139.18,139.18,139.25,127.18,129.43,129.43,129.43,127.82,127.82,127.82,108.40
Fidelity America Fd W-ACC,GB0003367504,North America,"86,557.33",174.64,No,No,97.60,92.34,93.27,92.63,88.19,89.47,90.99,92.62,92.52,92.52,92.52,93.15,93.15,98.39,97.97,99.45,98.03,95.48,89.88,84.62,83.60,83.60,83.60,86.32,85.03,84.73,84.87,88.62,87.83,88.69,88.74,88.10,93.71,93.71,87.54,88.50,95.09,95.09,95.41,99.54,101.11,101.11,112.08,105.54,104.73,104.73,111.10,93.40,86.89,93.18,93.18,91.53,81.72,81.72,82.18,82.18,82.18,85.74,87.63,99.89,99.89,115.88,115.88,116.27,103.51,103.51,105.66,105.66,106.39,105.59,109.89,108.28,108.28,104.44,101.47,92.82,127.24,127.24,94.81,94.81,90.49,90.49,52.99,26.16,26.16,26.16,70.73,66.48,66.48,65.69,74.25,82.13,82.13,82.13,84.04,84.04,84.04,81.98
Fidelity American Special Sits W Acc,GB00B89ST706,North America,"40,643.50",102.74,No,No,99.50,91.98,89.45,83.80,73.79,76.76,82.27,79.43,78.96,78.96,78.96,73.69,73.69,66.87,67.02,72.52,75.53,75.65,64.29,57.88,52.65,52.65,52.65,77.95,75.40,83.21,90.63,101.22,101.52,107.53,96.90,90.35,98.87,98.87,87.89,65.95,81.36,81.36,71.59,69.80,73.74,73.74,94.81,92.12,102.45,102.45,121.93,113.79,99.41,93.04,93.04,88.16,76.43,76.43,83.74,83.74,83.74,98.19,98.60,126.15,126.15,175.41,175.41,142.03,132.51,132.51,133.08,133.08,139.69,131.50,139.52,135.85,135.85,127.36,122.69,133.87,193.38,193.38,85.62,85.62,48.72,48.72,-5.59,-70.94,-70.94,-70.94,-13.37,-34.16,-34.16,-23.08,-21.68,12.40,12.40,12.40,31.27,31.27,31.27,37.22
Fidelity American W Acc GBP,GB00B8GPC429,North America,"126,137.73",258.68,No,No,94.37,78.87,79.07,79.41,75.80,74.49,76.80,83.08,82.79,82.79,82.79,81.27,81.27,92.84,94.19,95.48,87.07,83.42,77.63,70.83,75.51,75.51,75.51,76.01,75.31,74.36,70.43,67.97,76.41,78.57,94.50,95.03,101.64,101.64,96.91,100.62,99.80,99.80,106.23,118.90,113.72,113.72,104.36,105.66,94.00,94.00,87.55,70.86,72.65,68.41,68.41,69.41,55.95,55.95,54.72,54.72,54.72,57.50,62.47,79.00,79.00,91.25,91.25,85.56,78.51,78.51,82.14,82.14,78.82,78.81,77.40,72.13,72.13,69.67,72.95,69.55,77.77,77.77,130.50,130.50,149.91,149.91,131.26,153.50,153.50,153.50,183.18,189.96,189.96,177.21,189.40,163.79,163.79,163.79,151.55,151.55,151.55,133.20
Fidelity Index US P GBP Acc H,GB00BHQSS241,North America,"158,060.14",179.56,Yes,No,,,,,,,,,,,,,,,89.21,91.33,97.82,88.93,78.13,86.17,94.17,94.17,94.17,101.40,105.76,105.48,107.32,105.32,106.08,119.55,112.35,115.04,109.13,109.13,111.66,102.28,104.01,104.01,101.53,106.49,104.75,104.75,120.00,114.52,94.52,94.52,102.34,112.33,102.81,,,,,,,,,,,,,,,102.31,108.33,108.33,88.18,88.18,56.77,51.00,77.78,98.51,98.51,109.38,103.98,77.41,-76.56,-76.56,-52.69,-52.69,102.82,102.82,55.76,56.37,56.37,56.37,101.28,104.53,104.53,126.18,145.69,156.59,156.59,156.59,161.18,161.18,161.18,143.95
Fidelity Sustainable US Eq W Acc GBP H,LU2338036937,North America,"63,907.32",231.86,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.19
Fiera Capital US Equity B Acc,IE00BZ60KM07,North America,"134,075.15",213.85,No,No,120.36,111.14,110.14,119.55,127.12,125.37,116.69,109.25,109.62,106.75,108.58,100.75,100.81,102.21,101.84,91.40,91.16,96.37,92.34,96.56,95.10,96.07,94.01,92.33,91.83,84.59,83.12,90.69,94.71,90.56,94.15,103.83,104.07,104.07,111.15,121.37,127.52,140.77,150.77,127.28,129.58,130.86,130.44,105.71,110.82,110.82,108.61,117.49,114.23,91.20,91.20,87.12,91.83,91.83,92.79,92.79,92.79,87.98,87.98,85.15,85.15,80.26,80.26,74.14,84.02,84.02,81.32,81.32,81.32,85.60,83.30,88.42,88.42,88.42,88.42,99.15,100.92,100.92,100.92,100.92,100.92,100.92,133.19,120.33,110.94,110.94,101.70,118.00,118.00,99.80,95.16,89.31,89.31,94.80,92.93,92.93,93.36,94.54
Fisher Invst Instl US Eq ESG C USD Acc,IE00BYVJ8Q55,North America,"199,292.32",217.02,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.91,113.91,117.92,136.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.68,127.68,133.32,137.73
